Data,Hora,Data Valor,Produto,ISIN,Descrição,T.,Mudança,,Saldo,,ID da Ordem
01-04-2019,18:24,31-03-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"-0,81",EUR,"366,82",
01-04-2019,18:24,31-03-2019,,,Custo de Conectividade DEGIRO 2019 (Eurex - ERX),,EUR,"-2,15",EUR,"367,63",
28-03-2019,12:04,27-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 352,4672 @ 0,993 EUR",,EUR,"-0,04",EUR,"369,78",
28-03-2019,00:00,27-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"369,82",
27-03-2019,10:49,27-03-2019,,,Depósito,,EUR,"350,00",EUR,"369,82",
26-03-2019,14:51,25-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 24,0685 @ 0,993 EUR",,,,EUR,"19,82",
25-03-2019,14:01,25-03-2019,AHO P22.40 18APR19,DE000C321HA3,Comissão de transação,,EUR,"-0,90",EUR,"19,82",94b63b1f-421f-4950-af1e-09f7c527821b
25-03-2019,14:01,25-03-2019,AHO P22.40 18APR19,DE000C321HA3,"Compra 1 AHO P22.40 18APR19@0,23 EUR (DE000C321HA3)",,EUR,"-23,00",EUR,"20,72",94b63b1f-421f-4950-af1e-09f7c527821b
19-03-2019,00:00,18-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,72",
14-03-2019,00:00,13-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,73",
06-03-2019,00:00,05-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,73",
05-03-2019,13:13,04-03-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,0704 @ 0,9933 EUR",,,,EUR,"43,73",
04-03-2019,09:09,28-02-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"-0,07",EUR,"43,73",
27-02-2019,00:00,26-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,80",
26-02-2019,00:00,25-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,00",EUR,"43,81",
21-02-2019,00:00,20-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,80",
18-02-2019,12:32,15-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 1,8724 @ 0,9934 EUR",,,,EUR,"43,81",
15-02-2019,03:56,14-02-2019,VIDRALA,ES0183746314,Dividendo,,EUR,"2,30",EUR,"43,81",
15-02-2019,03:56,14-02-2019,VIDRALA,ES0183746314,Imposto sobre dividendo,,EUR,"-0,44",EUR,"41,51",
14-02-2019,00:00,13-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,95",
08-02-2019,00:00,07-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,95",
05-02-2019,12:33,04-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 1,278 @ 0,9937 EUR",,,,EUR,"41,96",
05-02-2019,00:00,04-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,96",
04-02-2019,12:27,01-02-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 2,5562 @ 0,9937 EUR",,,,EUR,"41,96",
01-02-2019,16:27,31-01-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"1,27",EUR,"41,96",
01-02-2019,13:35,31-01-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"-1,27",EUR,"40,69",
01-02-2019,13:34,31-01-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"-1,27",EUR,"41,96",
31-01-2019,00:00,30-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,23",
24-01-2019,00:00,23-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,24",
18-01-2019,00:00,17-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"43,24",
16-01-2019,12:28,15-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 234,1347 @ 0,994 EUR",,,,EUR,"43,24",
15-01-2019,15:51,15-01-2019,VIDRALA,ES0183746314,Comissão de transação,,EUR,"-4,00",EUR,"43,24",6b97cd62-b3aa-4136-aa1d-e349ddf2c909
15-01-2019,15:51,15-01-2019,VIDRALA,ES0183746314,Comissão de transação,,EUR,"-0,13",EUR,"47,24",6b97cd62-b3aa-4136-aa1d-e349ddf2c909
15-01-2019,15:51,15-01-2019,VIDRALA,ES0183746314,"Compra 3 VIDRALA@76,2 EUR (ES0183746314)",,EUR,"-228,60",EUR,"47,37",6b97cd62-b3aa-4136-aa1d-e349ddf2c909
15-01-2019,12:30,14-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 271,6298 @ 0,994 EUR",,,,EUR,"275,97",
14-01-2019,10:34,14-01-2019,,,Depósito,,EUR,"270,00",EUR,"275,97",
14-01-2019,00:00,13-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
08-01-2019,00:00,07-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
04-01-2019,12:30,03-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 0,0101 @ 0,9943 EUR",,,,EUR,"5,98",
04-01-2019,00:00,03-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,98",
02-01-2019,16:27,31-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Compensação de Fundos do Mercado Monetário DEGIRO,,EUR,"0,01",EUR,"5,98",
02-01-2019,00:00,01-01-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
28-12-2018,00:00,27-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
27-12-2018,00:00,26-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
21-12-2018,00:00,20-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
19-12-2018,00:00,18-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
14-12-2018,00:00,13-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
10-12-2018,00:00,09-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
03-12-2018,00:00,02-12-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
29-11-2018,00:00,28-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
22-11-2018,00:00,21-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
16-11-2018,00:00,15-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
12-11-2018,00:00,11-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
07-11-2018,00:00,06-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
05-11-2018,12:16,02-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 2,4505 @ 0,9957 EUR",,,,EUR,"5,97",
05-11-2018,00:00,04-11-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"5,97",
02-11-2018,07:40,02-11-2018,INDITEX,ES0148396007,Dividendo,,EUR,"3,00",EUR,"5,97",
02-11-2018,07:40,02-11-2018,INDITEX,ES0148396007,Imposto sobre dividendo,,EUR,"-0,56",EUR,"2,97",
01-11-2018,00:00,31-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
29-10-2018,00:00,28-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
22-10-2018,00:00,21-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,54",
18-10-2018,00:00,17-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,54",
15-10-2018,00:00,14-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,00",EUR,"3,54",
10-10-2018,00:00,09-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,54",
05-10-2018,12:26,04-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 0,01 @ 0,9962 EUR",,,,EUR,"3,54",
04-10-2018,13:30,30-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Compensação de Fundos do Mercado Monetário DEGIRO,,EUR,"0,01",EUR,"3,54",
04-10-2018,00:00,03-10-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
01-10-2018,00:00,30-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
25-09-2018,00:00,24-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
20-09-2018,00:00,19-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
19-09-2018,00:00,18-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,00",EUR,"3,53",
18-09-2018,00:00,17-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
11-09-2018,00:00,10-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
06-09-2018,00:00,05-09-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
30-08-2018,00:00,29-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
27-08-2018,00:00,26-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
20-08-2018,00:00,19-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
14-08-2018,00:00,13-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
09-08-2018,00:00,08-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
02-08-2018,00:00,01-08-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
30-07-2018,00:00,29-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
25-07-2018,00:00,24-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
20-07-2018,00:00,19-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
18-07-2018,00:00,17-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
13-07-2018,00:00,12-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
09-07-2018,00:00,08-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,53",
05-07-2018,22:26,04-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,0301 @ 0,998 EUR",,,,EUR,"3,53",
04-07-2018,17:31,30-06-2018,,,Custo de Conectividade DEGIRO 2018 (Bolsa de Madrid - MAD),,EUR,"-0,03",EUR,"3,53",
04-07-2018,00:00,03-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
02-07-2018,00:00,01-07-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
27-06-2018,00:00,26-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
21-06-2018,00:00,20-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
14-06-2018,00:00,13-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
11-06-2018,00:00,10-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,56",
07-06-2018,22:14,06-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,04 @ 0,9986 EUR",,,,EUR,"3,56",
06-06-2018,16:22,31-05-2018,,,Custo de Conectividade DEGIRO 2018 (Bolsa de Madrid - MAD),,EUR,"-0,04",EUR,"3,56",
06-06-2018,09:03,04-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 0,0099 @ 0,9987 EUR",,,,EUR,"3,60",
05-06-2018,00:00,04-06-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
04-06-2018,17:14,31-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Compensação de Fundos do Mercado Monetário DEGIRO,,EUR,"0,01",EUR,"3,61",
30-05-2018,00:00,29-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
25-05-2018,00:00,24-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
23-05-2018,00:00,22-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
17-05-2018,00:00,16-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
10-05-2018,00:00,09-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"3,60",
07-05-2018,22:12,04-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,6405 @ 0,9992 EUR",,,,EUR,"3,60",
04-05-2018,22:17,03-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 39,9738 @ 0,9993 EUR",,,,EUR,"3,60",
04-05-2018,16:17,30-04-2018,,,Custo de Conectividade DEGIRO 2018 (Bolsa de Madrid - MAD),,EUR,"-0,64",EUR,"3,59",
04-05-2018,08:52,02-05-2018,INDITEX,ES0148396007,Imposto sobre dividendo,,EUR,"0,01",EUR,"4,23",
04-05-2018,00:00,03-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"4,22",
03-05-2018,22:13,02-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 2,4413 @ 0,9994 EUR",,,,EUR,"4,23",
03-05-2018,14:28,30-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Compensação de Fundos do Mercado Monetário DEGIRO,,EUR,"0,04",EUR,"4,23",
03-05-2018,09:00,03-05-2018,PHAROL,PTPTC0AM0009,Comissão de transação,,EUR,"-0,50",EUR,"4,19",b46c2092-3580-4359-8c77-7beba3ad654e
03-05-2018,09:00,03-05-2018,PHAROL,PTPTC0AM0009,Comissão de transação,,EUR,"-0,02",EUR,"4,69",b46c2092-3580-4359-8c77-7beba3ad654e
03-05-2018,09:00,03-05-2018,PHAROL,PTPTC0AM0009,"Compra 142 PHAROL@0,278 EUR (PTPTC0AM0009)",,EUR,"-39,48",EUR,"4,71",b46c2092-3580-4359-8c77-7beba3ad654e
03-05-2018,00:00,02-05-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"44,18",
02-05-2018,07:47,02-05-2018,INDITEX,ES0148396007,Dividendo,,EUR,"3,00",EUR,"44,19",
02-05-2018,07:47,02-05-2018,INDITEX,ES0148396007,Imposto sobre dividendo,,EUR,"-0,56",EUR,"41,19",
27-04-2018,00:00,26-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,75",
23-04-2018,00:00,22-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,75",
18-04-2018,00:00,17-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,76",
12-04-2018,00:00,11-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"41,76",
05-04-2018,22:04,04-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 209,697 @ 0,9999 EUR",,EUR,"0,02",EUR,"41,76",
05-04-2018,00:00,04-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,03",EUR,"41,74",
04-04-2018,09:00,04-04-2018,INDITEX,ES0148396007,Comissão de transação,,EUR,"-4,00",EUR,"41,77",26028c30-c151-4a02-98d6-23f88448e1d1
04-04-2018,09:00,04-04-2018,INDITEX,ES0148396007,Comissão de transação,,EUR,"-0,08",EUR,"45,77",26028c30-c151-4a02-98d6-23f88448e1d1
04-04-2018,09:00,04-04-2018,INDITEX,ES0148396007,"Compra 8 INDITEX@25,7 EUR (ES0148396007)",,EUR,"-205,60",EUR,"45,85",26028c30-c151-4a02-98d6-23f88448e1d1
03-04-2018,00:00,02-04-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,03",EUR,"251,45",
19-03-2018,14:32,16-03-2018,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Conversão do Fundo do Mercado Monetário: Compra 250 @ 1 EUR,,,,EUR,"251,47",
16-03-2018,10:22,16-03-2018,,,Depósito,,EUR,"250,00",EUR,"251,47",
27-09-2017,10:15,26-09-2017,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 2,11 @ 1 EUR",,,,EUR,"1,47",
26-09-2017,11:14,26-09-2017,B.COM.PORTUGUES,PTBCP0AM0015,Comissão de transação,,EUR,"-0,50",EUR,"1,47",12de8225-2063-4abd-a2fa-6d61b4af142c
26-09-2017,11:14,26-09-2017,B.COM.PORTUGUES,PTBCP0AM0015,"Compra 7 B.COM.PORTUGUES@0,2293 EUR (PTBCP0AM0015)",,EUR,"-1,61",EUR,"1,97",12de8225-2063-4abd-a2fa-6d61b4af142c
08-09-2017,12:59,07-09-2017,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 1,42 @ 1 EUR",,,,EUR,"3,58",
06-09-2017,14:47,05-09-2017,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Conversão do Fundo do Mercado Monetário: Compra 5 @ 1 EUR,,,,EUR,"3,58",
06-09-2017,11:19,06-09-2017,PHAROL,PTPTC0AM0009,Comissão de transação,,EUR,"-0,50",EUR,"3,58",cd43098b-f417-4784-9189-b1008445f9a2
06-09-2017,11:19,06-09-2017,PHAROL,PTPTC0AM0009,"Compra 3 PHAROL@0,307 EUR (PTPTC0AM0009)",,EUR,"-0,92",EUR,"4,08",cd43098b-f417-4784-9189-b1008445f9a2
05-09-2017,16:12,16-06-2017,,,Depósito,,EUR,"5,00",EUR,"5,00",
